Temperature,Humidity,Moisture,Soil Type,Nitrogen,pH,Crop Type
23.4,74.8,50.9,clayey,158.5,6.33,Soybean
13.1,62.1,33.1,sandy,142.0,7.36,Barley
8.9,48.9,19.5,loamy,104.8,6.93,Barley
26.4,75.8,61.3,loamy,177.0,5.78,Tomato
17.7,67.0,34.4,black,200.4,6.45,Rapeseed
24.2,37.1,21.4,sandy,124.9,6.61,Peach
12.6,57.2,12.7,loamy,107.5,6.6,Barley
22.3,63.8,58.2,clayey,102.8,6.82,Soybean
18.3,52.6,54.0,clayey,173.6,6.27,Rapeseed
10.8,47.0,26.6,black,129.1,6.7,Barley
15.9,70.0,39.3,sandy,139.7,6.66,Wheat
11.2,61.7,17.1,black,69.1,5.6,Rye
24.3,85.9,60.4,red,168.6,6.15,Tomato
21.2,65.5,41.8,black,242.1,7.2,Sugar Beet
23.9,59.1,60.6,black,178.2,6.51,Corn
24.3,76.8,64.1,red,161.1,6.33,Tomato
20.8,54.4,56.3,clayey,167.3,6.94,Corn
19.7,44.3,25.8,black,117.4,7.02,Sunflower
16.2,45.8,26.7,sandy,85.4,6.58,Cherry
15.1,54.4,37.2,red,109.9,6.4,Sunflower
24.8,65.6,63.6,loamy,197.6,5.91,Tomato
12.3,65.2,30.1,loamy,193.4,6.11,Rapeseed
22.6,73.9,58.4,clayey,125.7,5.94,Soybean
23.0,44.9,29.8,clayey,132.5,7.28,Sunflower
11.1,75.1,51.9,clayey,105.2,5.19,Oats
14.5,75.9,59.7,sandy,187.0,5.98,Potato
19.8,75.1,64.9,loamy,105.5,5.77,Potato
19.8,51.6,24.8,black,177.2,6.51,Sunflower
28.3,38.4,19.8,loamy,148.8,5.99,Peach
26.6,43.0,23.1,loamy,114.5,6.87,Peach
26.3,43.8,26.4,red,98.9,6.61,Peach
12.1,53.4,18.1,sandy,115.6,7.01,Barley
11.9,61.7,39.9,clayey,160.3,6.27,Rapeseed
18.7,73.3,63.9,sandy,141.4,5.05,Potato
18.2,62.5,44.2,clayey,157.3,6.01,Wheat
24.3,74.2,76.9,red,190.4,6.15,Tomato
25.2,49.5,25.8,loamy,128.1,6.51,Sunflower
21.3,61.5,47.5,loamy,168.3,6.29,Corn
18.2,69.3,35.6,loamy,142.2,6.63,Wheat
18.3,60.7,57.6,black,184.1,6.34,Corn
25.8,78.7,68.2,loamy,183.4,6.46,Tomato
14.1,63.7,33.4,loamy,164.4,6.28,Rapeseed
18.6,67.2,50.5,loamy,216.5,6.81,Sugar Beet
20.0,60.4,57.8,red,132.3,6.17,Soybean
11.8,57.8,30.5,loamy,118.9,7.17,Barley
16.6,56.2,16.4,sandy,98.0,6.61,Cherry
22.7,42.9,23.2,loamy,120.1,6.91,Sunflower
21.9,67.1,49.3,clayey,133.4,7.0,Sugar Beet
8.8,56.9,18.9,sandy,59.4,6.13,Rye
12.4,70.2,44.6,black,115.9,5.9,Oats
13.3,51.4,31.6,sandy,102.2,6.15,Cherry
15.9,71.2,63.6,loamy,137.7,5.59,Potato
14.4,59.6,40.0,loamy,199.2,6.43,Sugar Beet
22.3,61.4,37.0,loamy,232.4,7.1,Sugar Beet
13.6,59.0,40.2,black,107.2,7.08,Barley
21.7,59.8,43.6,loamy,174.9,7.84,Sugar Beet
24.3,70.7,51.3,black,88.6,6.05,Soybean
19.6,60.4,45.7,loamy,222.4,6.76,Sugar Beet
22.8,49.7,30.2,loamy,130.7,6.75,Sunflower
14.6,47.8,39.2,clayey,113.6,6.26,Cherry
21.0,54.7,30.6,black,137.1,6.79,Sunflower
20.8,63.6,53.7,loamy,83.6,6.26,Soybean
18.7,76.6,50.2,loamy,231.2,7.45,Sugar Beet
19.7,55.9,45.5,black,179.4,7.57,Sugar Beet
18.9,84.8,65.3,sandy,124.7,6.09,Potato
24.1,77.2,67.7,loamy,182.0,5.92,Tomato
16.8,51.9,43.0,loamy,91.2,6.8,Cherry
27.1,49.2,17.9,loamy,119.0,6.36,Peach
27.3,71.7,59.0,black,169.1,6.07,Soybean
18.7,60.2,43.9,black,221.1,7.12,Sugar Beet
22.7,53.5,33.6,loamy,109.3,6.85,Sunflower
15.5,71.4,40.9,loamy,176.3,6.34,Wheat
21.0,48.5,30.3,loamy,128.4,6.94,Sunflower
18.8,70.9,36.6,loamy,156.4,6.71,Wheat
12.3,77.1,52.7,loamy,142.4,5.73,Oats
10.1,62.9,23.3,sandy,65.6,5.91,Rye
12.1,61.0,43.1,loamy,216.4,6.83,Rapeseed
17.2,58.1,38.9,loamy,192.7,7.21,Sugar Beet
16.6,75.6,72.0,sandy,128.8,5.78,Potato
13.3,52.1,43.1,black,168.5,6.77,Rapeseed
24.7,64.0,57.1,loamy,203.2,6.1,Corn
22.3,70.6,39.9,black,261.5,7.18,Sugar Beet
14.9,62.5,39.4,black,179.9,6.43,Rapeseed
13.7,62.7,36.0,black,161.0,6.41,Wheat
12.5,50.8,21.5,sandy,84.9,7.12,Barley
24.1,82.1,69.5,loamy,202.0,6.03,Tomato
16.2,68.9,53.8,clayey,106.9,6.31,Oats
20.0,65.7,47.5,clayey,215.2,6.95,Sugar Beet
19.2,50.9,57.1,loamy,191.4,6.18,Corn
14.5,73.1,57.0,sandy,153.5,5.35,Potato
26.5,37.8,22.5,loamy,113.9,6.09,Peach
17.4,65.2,44.1,loamy,133.5,6.69,Wheat
10.0,42.2,29.7,sandy,123.7,7.07,Barley
7.9,81.7,47.6,loamy,109.2,6.16,Oats
16.8,63.9,59.5,loamy,240.5,5.97,Corn
18.9,65.1,50.1,loamy,171.4,7.88,Sugar Beet
14.2,54.3,41.0,loamy,93.0,6.13,Wheat
16.9,77.1,47.1,loamy,105.1,5.45,Potato
22.6,49.8,29.9,red,137.5,6.29,Peach
25.4,80.1,68.0,red,214.9,6.4,Tomato
26.1,65.8,59.4,black,93.6,5.85,Soybean
21.0,54.6,48.7,clayey,191.3,7.47,Sugar Beet
26.8,80.1,75.3,black,157.9,6.42,Tomato
9.7,72.4,48.4,clayey,88.2,5.73,Oats
16.4,50.9,24.4,clayey,85.2,6.96,Cherry
14.9,65.4,32.7,black,199.9,6.49,Rapeseed
16.3,52.3,28.7,clayey,111.0,6.28,Cherry
20.8,45.8,30.0,loamy,156.2,6.83,Sunflower
20.9,69.9,51.8,clayey,228.2,6.8,Sugar Beet
26.7,46.3,20.0,loamy,132.4,6.54,Peach
4.7,60.5,24.5,sandy,61.2,6.31,Rye
24.5,76.3,63.4,loamy,185.8,6.16,Tomato
19.3,65.7,42.0,loamy,158.1,7.31,Sugar Beet
14.1,81.4,68.9,sandy,123.0,5.51,Potato
22.7,77.5,55.1,sandy,113.8,6.24,Soybean
20.8,73.2,50.7,loamy,130.2,6.75,Wheat
9.3,63.0,21.8,sandy,87.3,6.87,Barley
12.8,74.5,40.2,loamy,98.8,6.35,Oats
8.3,54.7,18.0,sandy,65.9,5.75,Rye
19.8,54.7,27.8,loamy,130.6,6.9,Sunflower
13.7,43.1,36.6,clayey,118.4,7.11,Barley
10.8,70.0,42.6,black,174.3,6.88,Wheat
15.2,59.9,27.9,loamy,137.7,7.18,Barley
11.3,44.3,28.3,sandy,67.2,5.71,Rye
15.8,66.3,37.4,loamy,152.9,6.86,Rapeseed
20.8,29.7,21.1,loamy,129.8,6.6,Peach
13.2,54.2,32.8,sandy,131.3,6.71,Barley
28.7,35.8,22.1,loamy,118.9,6.82,Peach
20.4,51.4,54.7,black,137.5,5.99,Corn
20.5,50.3,33.9,black,113.3,6.5,Sunflower
12.7,43.6,34.2,sandy,96.8,7.19,Barley
23.7,75.5,67.7,red,203.7,6.35,Tomato
16.0,65.9,32.9,clayey,193.8,7.06,Rapeseed
18.3,57.5,39.3,loamy,174.5,6.93,Sugar Beet
23.3,65.7,48.7,black,99.8,6.3,Soybean
10.7,58.5,28.0,black,63.3,5.91,Rye
15.1,70.2,44.9,loamy,81.6,5.8,Oats
8.9,57.5,16.9,sandy,63.0,5.4,Rye
18.9,58.5,42.0,black,200.8,6.73,Sugar Beet
17.1,50.0,32.5,sandy,63.5,5.9,Cherry
15.0,70.8,66.4,loamy,122.1,5.73,Potato
17.1,53.8,36.3,loamy,212.2,6.74,Rapeseed
20.1,52.2,36.0,black,111.5,6.9,Sunflower
21.9,65.3,58.6,loamy,105.2,6.19,Soybean
14.8,66.8,34.8,clayey,118.6,7.07,Wheat
17.0,59.7,50.7,loamy,184.4,6.87,Sugar Beet
22.2,71.8,38.3,clayey,241.7,6.95,Sugar Beet
13.5,82.0,43.5,loamy,118.7,6.33,Oats
7.7,58.3,21.8,sandy,53.7,6.08,Rye
16.1,67.0,42.9,loamy,177.2,6.8,Rapeseed
23.5,69.4,50.3,black,140.1,6.7,Soybean
9.8,59.1,12.9,sandy,69.4,5.98,Rye
15.7,57.4,41.3,clayey,178.1,7.13,Rapeseed
22.2,55.0,40.9,loamy,169.9,7.35,Sugar Beet
17.2,64.5,46.8,loamy,240.3,7.08,Sugar Beet
15.8,65.8,42.4,black,136.9,6.56,Wheat
20.4,56.8,44.0,loamy,126.6,6.26,Corn
17.6,71.3,43.6,loamy,93.9,6.3,Wheat
19.6,61.4,31.1,black,184.7,6.55,Rapeseed
26.7,67.2,69.7,clayey,169.3,6.44,Tomato
17.3,81.3,55.2,sandy,116.5,5.84,Potato
20.1,64.6,53.4,loamy,112.3,6.07,Corn
15.9,78.5,57.6,sandy,136.2,5.27,Potato
12.7,63.1,51.1,clayey,152.9,6.52,Wheat
11.6,54.0,22.7,loamy,30.7,5.93,Rye
15.5,63.9,44.9,loamy,198.6,6.33,Wheat
24.2,40.6,34.5,black,132.2,6.49,Sunflower
5.8,63.1,17.6,black,63.0,5.57,Rye
13.1,59.7,23.2,loamy,123.3,7.37,Barley
16.1,82.9,56.4,sandy,107.0,5.86,Potato
24.6,40.3,23.7,red,127.8,5.98,Peach
17.8,50.8,29.2,loamy,75.5,6.51,Cherry
21.1,57.2,59.5,clayey,139.7,6.22,Corn
16.5,58.5,31.4,loamy,147.2,6.47,Wheat
21.8,60.6,60.6,loamy,173.8,6.2,Corn
23.5,64.7,62.3,black,130.3,6.42,Soybean
11.4,83.6,50.1,loamy,84.6,6.47,Oats
6.7,53.0,14.0,sandy,59.8,5.7,Rye
19.2,58.3,28.3,sandy,114.2,6.88,Sunflower
20.4,53.5,31.4,clayey,117.8,6.38,Sunflower
20.0,64.6,48.7,clayey,150.2,6.0,Corn
24.4,70.5,50.5,red,229.8,6.34,Tomato
11.8,82.7,55.1,sandy,153.3,5.97,Potato
13.4,73.6,47.0,black,155.8,5.92,Oats
18.9,47.7,29.8,black,119.2,6.45,Sunflower
24.1,64.8,57.7,loamy,160.2,6.14,Corn
26.0,31.2,19.0,red,109.5,6.3,Peach
13.9,60.4,28.6,black,110.3,7.31,Barley
20.0,64.0,45.8,sandy,247.1,7.23,Sugar Beet
25.4,48.1,27.5,black,164.5,6.97,Sunflower
12.1,77.6,39.1,clayey,121.8,6.22,Oats
12.4,66.4,43.5,black,218.1,6.49,Rapeseed
24.4,31.3,17.3,red,98.2,6.58,Peach
10.0,53.0,30.2,sandy,133.0,6.34,Barley
18.0,70.0,43.2,black,180.6,6.64,Wheat
16.7,45.9,29.2,sandy,113.0,6.72,Cherry
11.6,72.0,45.0,clayey,84.7,5.76,Oats
22.7,72.0,60.3,loamy,102.8,6.85,Soybean
9.6,68.8,43.1,clayey,105.0,5.76,Oats
14.4,76.3,59.5,sandy,137.7,5.42,Potato
14.2,68.8,63.4,sandy,124.7,5.51,Potato
23.6,62.4,54.5,loamy,97.1,6.5,Soybean
25.3,65.8,60.1,loamy,158.2,5.98,Tomato
17.3,68.8,40.6,clayey,259.3,6.97,Sugar Beet
10.8,44.6,29.0,clayey,106.7,6.85,Barley
19.5,62.7,61.2,loamy,150.8,6.15,Corn
21.1,63.3,58.2,loamy,166.7,6.15,Corn
19.7,56.7,48.7,loamy,149.5,6.1,Corn
16.4,58.6,38.0,loamy,193.9,6.52,Rapeseed
9.4,51.0,27.5,sandy,66.0,5.79,Rye
18.8,71.9,34.5,red,198.5,6.77,Wheat
14.5,75.5,41.1,loamy,112.6,6.45,Oats
15.6,60.5,38.8,loamy,197.8,6.87,Rapeseed
27.6,53.6,14.6,clayey,91.2,6.17,Peach
20.4,55.4,54.4,loamy,180.7,6.44,Corn
15.3,81.8,68.6,loamy,165.3,5.23,Potato
9.3,55.1,26.0,clayey,109.7,6.97,Barley
20.7,63.5,59.9,black,202.5,6.39,Corn
15.4,71.8,41.4,loamy,162.0,6.72,Wheat
11.1,55.9,25.3,sandy,58.2,6.23,Rye
9.2,55.4,27.5,sandy,94.2,6.77,Barley
23.6,67.8,48.8,black,98.1,6.6,Soybean
20.4,68.7,55.4,loamy,102.9,6.54,Soybean
19.1,52.6,40.8,loamy,285.2,7.22,Sugar Beet
9.4,60.9,42.4,loamy,227.1,6.95,Rapeseed
16.7,55.9,36.9,clayey,181.5,6.74,Rapeseed
25.2,76.8,62.1,loamy,142.4,6.28,Tomato
23.9,52.3,43.2,clayey,120.2,6.33,Sunflower
22.7,71.3,56.5,black,94.3,6.25,Soybean
10.5,48.2,33.4,loamy,148.6,7.17,Barley
20.1,64.2,41.6,black,225.7,7.62,Sugar Beet
15.3,79.1,54.1,loamy,155.3,5.49,Potato
24.7,72.8,64.8,loamy,139.5,5.8,Tomato
19.0,82.0,53.6,sandy,136.6,5.48,Potato
15.0,63.6,42.9,loamy,163.5,6.47,Wheat
23.0,69.0,40.4,black,112.3,6.23,Soybean
23.2,61.2,42.2,clayey,138.0,6.67,Sunflower
26.5,65.6,48.4,loamy,93.1,5.86,Soybean
20.7,50.7,27.9,black,125.6,6.45,Sunflower
6.8,58.1,24.5,sandy,75.4,5.89,Rye
25.0,46.9,21.7,loamy,122.0,7.01,Peach
11.3,78.6,50.5,loamy,101.3,6.05,Oats
15.8,74.1,62.2,loamy,148.4,5.52,Potato
18.9,65.6,51.2,loamy,270.1,6.97,Sugar Beet
23.9,49.0,25.7,red,117.1,6.51,Peach
25.2,47.2,23.1,sandy,112.1,6.48,Peach
18.3,56.9,29.1,black,134.3,6.6,Sunflower
24.8,73.2,62.1,loamy,152.3,6.5,Tomato
19.3,47.6,32.7,black,153.7,7.25,Sunflower
14.7,65.3,38.5,black,208.4,6.49,Rapeseed
22.5,54.9,26.0,loamy,138.1,6.58,Sunflower
18.1,68.5,42.8,loamy,157.4,6.93,Rapeseed
22.4,46.5,29.6,black,106.8,6.63,Sunflower
10.0,61.2,26.6,loamy,100.2,7.21,Barley
17.0,48.8,35.5,red,104.4,6.68,Cherry
22.5,59.2,46.1,clayey,182.8,5.69,Corn
25.1,77.8,62.4,loamy,176.2,6.05,Tomato
24.0,49.4,35.0,black,143.9,6.44,Sunflower
19.3,61.9,18.7,black,133.1,7.2,Sunflower
14.1,48.7,27.8,loamy,123.0,6.33,Cherry
15.3,49.4,35.3,loamy,85.0,6.52,Cherry
27.2,66.9,56.2,black,108.2,6.55,Soybean
15.8,67.3,39.6,clayey,165.6,6.1,Wheat
12.5,74.2,50.4,loamy,94.3,6.54,Oats
25.6,69.8,68.6,loamy,135.5,5.76,Tomato
26.7,39.2,15.7,red,124.4,6.44,Peach
19.4,70.1,63.1,loamy,114.7,5.32,Potato
28.7,38.8,20.0,sandy,100.2,6.26,Peach
13.8,70.7,36.4,sandy,164.3,6.71,Wheat
22.0,65.8,50.6,loamy,158.1,6.45,Soybean
14.0,72.3,39.0,black,107.5,6.66,Wheat
14.2,63.0,46.2,clayey,107.6,6.24,Oats
21.6,57.1,28.1,loamy,114.1,6.77,Cherry
9.5,55.3,22.6,sandy,93.6,6.95,Barley
8.6,55.8,21.8,sandy,66.7,5.97,Rye
18.8,66.0,48.2,loamy,254.6,6.86,Sugar Beet
15.7,49.0,27.4,red,85.0,6.8,Cherry
19.6,64.6,51.8,loamy,203.2,6.24,Corn
12.1,58.7,33.4,clayey,98.4,7.06,Barley
8.0,55.2,32.5,sandy,140.0,6.96,Barley
20.4,77.4,61.4,sandy,119.2,5.46,Potato
13.0,54.2,25.3,loamy,96.7,7.19,Barley
8.6,65.4,22.0,sandy,90.9,5.28,Rye
5.5,52.6,21.2,loamy,61.3,5.67,Rye
18.9,47.9,35.4,sandy,137.8,6.65,Cherry
13.7,78.0,43.9,loamy,133.9,6.01,Oats
20.0,49.7,28.2,loamy,118.2,6.78,Sunflower
15.9,40.7,34.7,black,104.5,6.3,Cherry
22.1,40.9,20.2,loamy,123.2,6.32,Peach
24.1,75.0,59.5,loamy,178.2,6.29,Tomato
14.8,70.2,47.9,loamy,117.2,5.73,Oats
23.8,53.7,30.4,black,178.8,6.7,Sunflower
22.9,73.7,58.8,black,93.9,6.89,Soybean
14.8,79.2,56.5,loamy,139.0,5.73,Potato
12.7,46.7,38.5,loamy,97.1,6.41,Cherry
21.1,63.4,54.2,clayey,143.6,5.94,Corn
15.0,58.5,32.7,loamy,175.7,6.41,Rapeseed
13.9,37.7,26.8,loamy,99.7,6.26,Cherry
15.6,74.4,54.4,loamy,128.3,6.39,Oats
10.5,53.9,20.2,sandy,71.7,5.96,Rye
19.4,58.2,46.2,black,220.7,6.79,Rapeseed
16.5,65.7,43.5,black,174.6,6.77,Rapeseed
14.4,63.1,23.4,clayey,124.2,7.2,Barley
25.5,59.5,51.2,loamy,205.6,6.35,Corn
26.2,72.9,68.5,loamy,195.7,5.76,Tomato
21.6,59.2,61.3,black,118.9,6.49,Soybean
17.0,59.5,34.8,black,201.0,6.2,Rapeseed
19.0,60.3,43.7,black,186.7,7.11,Sugar Beet
19.2,88.3,67.8,sandy,100.3,6.07,Potato
17.7,80.3,53.9,sandy,129.3,4.67,Potato
15.0,68.2,30.6,loamy,128.0,6.62,Wheat
11.6,53.8,32.5,sandy,91.3,7.41,Barley
16.7,67.1,38.4,loamy,227.0,6.86,Rapeseed
21.1,61.0,50.7,clayey,247.4,7.34,Sugar Beet
22.4,48.3,22.3,black,86.4,6.55,Sunflower
6.8,57.8,20.5,sandy,52.0,5.75,Rye
24.8,69.4,70.1,clayey,154.6,6.3,Tomato
22.0,74.0,53.4,loamy,137.5,6.11,Soybean
17.6,69.4,49.9,loamy,217.7,7.48,Sugar Beet
26.1,50.1,26.0,black,132.8,6.86,Sunflower
19.4,74.0,57.3,red,147.1,5.03,Potato
22.1,72.7,67.4,loamy,201.9,6.11,Tomato
29.8,53.9,22.1,clayey,109.3,6.68,Peach
16.8,78.8,69.3,loamy,148.1,5.61,Potato
9.5,81.1,43.1,clayey,106.2,6.05,Oats
21.9,59.8,55.8,black,131.8,6.08,Corn
28.1,76.2,69.3,red,191.7,5.77,Tomato
12.7,55.7,25.4,loamy,121.9,6.67,Barley
16.0,58.7,43.8,black,248.5,6.44,Sugar Beet
14.3,54.9,28.0,sandy,134.7,7.12,Barley
22.0,64.7,50.5,black,150.9,6.44,Corn
13.5,80.9,57.0,clayey,124.9,5.6,Potato
8.5,53.0,22.3,sandy,88.1,7.16,Barley
17.5,72.6,60.7,sandy,149.7,5.67,Potato
14.8,50.6,27.6,loamy,78.1,6.6,Cherry
16.5,66.0,44.8,black,98.7,5.82,Oats
22.3,47.5,18.1,loamy,108.5,6.81,Peach
14.7,72.9,68.1,black,154.4,5.13,Potato
16.2,42.8,37.8,loamy,88.6,6.58,Cherry
16.0,73.9,62.5,clayey,137.1,6.03,Potato
16.4,59.4,47.2,loamy,202.6,6.7,Wheat
16.9,71.4,38.9,sandy,159.4,6.9,Wheat
27.6,46.8,24.2,loamy,123.1,6.93,Peach
22.1,50.0,21.6,black,129.9,7.11,Sunflower
26.4,85.5,65.5,sandy,160.8,6.4,Tomato
15.8,69.4,33.8,loamy,185.6,6.36,Rapeseed
13.9,55.4,29.1,loamy,105.0,7.23,Barley
23.8,81.5,67.8,black,133.5,6.74,Tomato
12.5,80.7,48.6,loamy,95.5,6.02,Oats
30.0,69.3,65.2,loamy,197.6,6.27,Tomato
18.1,50.7,29.3,sandy,108.4,6.21,Cherry
18.4,78.5,62.8,sandy,158.2,5.39,Potato
29.4,70.7,58.6,loamy,261.5,6.83,Tomato
15.1,79.5,37.9,clayey,93.7,6.67,Wheat
19.3,69.7,45.4,clayey,207.7,6.51,Rapeseed
23.4,42.6,21.8,loamy,140.9,6.38,Peach
19.1,48.4,37.0,black,127.6,6.81,Sunflower
12.2,55.3,27.5,loamy,124.7,6.88,Barley
25.0,48.1,34.7,loamy,155.6,6.84,Sunflower
27.5,44.9,23.3,loamy,123.3,6.42,Peach
17.7,74.8,59.9,loamy,128.6,5.68,Potato
23.9,72.3,64.6,loamy,202.0,6.33,Tomato
26.6,40.2,26.8,loamy,145.5,6.53,Peach
21.6,62.5,50.6,loamy,171.4,6.24,Corn
22.7,67.1,50.9,clayey,132.9,6.62,Soybean
15.3,73.3,39.0,loamy,154.7,6.58,Wheat
19.6,70.1,30.9,clayey,183.8,6.49,Wheat
13.6,39.4,33.8,loamy,85.6,6.55,Cherry
13.0,59.1,38.2,sandy,210.7,6.57,Rapeseed
19.8,67.8,46.6,loamy,219.6,6.94,Sugar Beet
24.5,73.7,73.0,red,174.6,6.66,Tomato
20.1,50.2,25.5,black,151.6,6.82,Sunflower
15.7,66.0,30.1,loamy,94.5,6.36,Cherry
18.9,56.0,36.8,black,190.9,6.65,Sugar Beet
21.4,46.0,32.7,loamy,124.2,6.8,Peach
21.5,54.3,31.1,black,131.2,6.81,Sunflower
10.2,69.3,54.2,clayey,96.1,6.72,Oats
25.6,76.9,62.4,red,158.7,6.04,Tomato
19.5,69.7,37.2,clayey,167.5,7.31,Sugar Beet
24.4,77.4,68.6,red,184.9,5.72,Tomato
17.1,76.2,64.6,loamy,159.8,6.52,Potato
15.0,58.6,38.9,loamy,183.6,7.08,Rapeseed
6.1,50.4,17.7,loamy,77.3,5.67,Rye
11.9,56.8,31.8,sandy,138.6,7.24,Barley
17.1,56.2,54.0,loamy,158.1,5.98,Corn
22.8,65.2,55.9,loamy,222.6,6.28,Corn
19.7,57.3,64.5,loamy,179.0,6.17,Corn
27.5,76.0,51.7,red,197.2,6.45,Tomato
17.3,64.2,55.6,loamy,150.9,6.13,Corn
20.6,57.7,44.1,black,182.3,6.22,Corn
16.3,65.2,37.1,loamy,179.5,7.1,Wheat
25.6,48.4,16.3,red,96.6,6.09,Peach
15.9,71.7,45.5,black,135.1,7.15,Wheat
15.5,50.4,27.1,loamy,113.9,6.69,Cherry
23.6,62.2,60.7,loamy,124.7,6.53,Soybean
17.3,54.8,40.2,clayey,125.8,6.51,Wheat
20.7,49.7,34.0,black,119.7,6.65,Sunflower
22.0,41.3,31.0,sandy,118.0,6.92,Sunflower
15.0,61.2,43.1,loamy,289.6,7.31,Sugar Beet
15.7,54.8,49.5,sandy,207.2,6.19,Rapeseed
24.0,32.5,23.5,loamy,116.3,6.41,Peach
17.0,80.9,67.0,sandy,127.8,6.11,Potato
11.6,49.5,38.7,loamy,97.4,6.82,Barley
14.4,69.9,38.1,loamy,162.0,6.38,Wheat
26.4,36.8,13.1,loamy,110.0,7.07,Peach
30.5,45.6,18.5,loamy,164.6,6.83,Peach
12.7,56.4,16.8,sandy,77.0,5.98,Rye
13.2,62.1,36.7,loamy,220.1,6.65,Rapeseed
13.3,78.9,50.1,sandy,98.6,5.85,Oats
17.2,71.7,59.5,sandy,120.7,6.03,Potato
21.5,63.1,57.8,sandy,100.2,6.51,Soybean
19.0,75.9,41.6,loamy,146.0,6.97,Wheat
15.7,61.1,44.0,loamy,189.7,6.76,Rapeseed
19.3,59.4,45.2,loamy,212.6,7.82,Sugar Beet
17.4,42.6,28.2,loamy,137.2,6.58,Cherry
22.1,56.1,38.3,black,206.8,7.36,Sugar Beet
11.3,63.6,27.6,loamy,118.3,7.29,Barley
22.8,47.5,30.4,loamy,141.0,7.03,Sunflower
12.9,64.8,44.2,loamy,190.2,6.36,Rapeseed
18.8,64.5,41.8,loamy,264.3,7.16,Sugar Beet
12.8,58.7,40.0,sandy,223.3,7.12,Rapeseed
20.5,60.7,51.9,black,202.0,5.93,Corn
15.0,82.3,66.9,loamy,107.6,6.13,Potato
26.8,72.8,52.5,black,116.2,6.56,Soybean
20.4,45.5,39.2,black,123.1,6.75,Sunflower
16.1,54.9,22.3,sandy,101.3,6.95,Barley
17.0,61.0,37.4,loamy,233.6,7.19,Sugar Beet
11.2,50.6,33.9,loamy,102.1,6.99,Barley
12.8,65.4,38.7,loamy,192.7,6.55,Wheat
6.1,54.9,21.4,sandy,74.7,5.84,Rye
10.3,56.3,28.6,loamy,94.6,6.61,Barley
13.3,64.8,36.1,clayey,214.8,6.53,Rapeseed
22.9,49.4,24.1,loamy,109.7,6.68,Peach
7.2,51.2,21.3,sandy,53.7,5.42,Rye
22.8,58.9,55.6,loamy,186.5,5.71,Corn
18.6,62.8,64.2,loamy,186.1,6.16,Corn
15.9,42.4,21.5,loamy,126.0,6.7,Cherry
9.2,53.8,29.0,sandy,133.7,7.41,Barley
17.9,45.2,27.2,sandy,94.9,6.46,Cherry
19.5,64.2,47.5,loamy,222.4,7.12,Sugar Beet
18.3,70.6,42.4,black,198.5,6.63,Wheat
17.7,65.1,41.7,clayey,247.2,6.62,Rapeseed
14.9,80.3,56.4,loamy,142.2,5.55,Potato
13.5,67.6,41.3,black,200.5,6.39,Rapeseed
21.8,58.1,51.0,loamy,193.1,6.11,Corn
22.9,61.1,46.0,black,179.1,6.82,Sugar Beet
25.8,60.4,52.3,clayey,109.7,6.46,Soybean
12.1,50.4,30.2,sandy,115.8,6.63,Cherry
13.8,44.9,28.2,black,77.9,6.15,Cherry
20.2,47.6,37.7,black,125.2,7.18,Sunflower
10.8,60.8,34.8,black,167.1,6.17,Rapeseed
16.1,51.8,37.1,sandy,107.0,7.14,Barley
22.5,68.8,52.0,loamy,109.4,6.52,Soybean
5.5,62.9,19.8,sandy,69.7,5.73,Rye
11.4,69.0,45.2,clayey,101.3,5.84,Oats
15.5,62.0,40.3,loamy,128.7,6.3,Wheat
13.2,63.1,32.4,red,195.5,6.43,Rapeseed
18.4,66.6,44.6,black,264.0,7.02,Sugar Beet
23.7,78.0,57.9,black,102.1,5.95,Soybean
18.2,80.7,62.3,loamy,115.0,5.24,Potato
25.2,51.7,28.0,loamy,90.1,6.47,Peach
21.2,62.8,38.2,black,273.7,7.11,Sugar Beet
13.7,55.3,33.4,clayey,123.2,6.71,Cherry
25.3,80.4,62.8,loamy,136.6,6.38,Tomato
21.9,67.0,44.9,black,105.5,5.79,Soybean
20.2,58.2,37.6,sandy,95.6,6.17,Cherry
22.9,71.5,48.1,black,117.9,6.45,Soybean
21.2,64.1,53.5,loamy,138.0,6.43,Soybean
11.2,83.3,41.3,loamy,114.9,5.94,Oats
13.7,76.3,58.7,sandy,124.5,6.14,Potato
17.0,58.7,53.1,loamy,226.0,6.58,Sugar Beet
21.5,51.7,22.9,black,126.6,6.86,Sunflower
23.4,61.6,48.6,black,109.4,6.38,Soybean
14.2,75.2,43.3,loamy,106.5,5.94,Oats
20.7,67.4,62.6,loamy,120.2,5.97,Soybean
19.1,66.1,62.0,loamy,112.2,6.23,Soybean
26.5,37.3,17.7,loamy,99.8,6.35,Peach
20.2,66.7,48.9,loamy,195.5,6.88,Sugar Beet
9.9,61.3,24.2,sandy,77.7,5.85,Rye
18.6,52.9,52.6,clayey,149.2,6.11,Corn
10.6,55.3,27.4,sandy,112.7,6.9,Barley
23.4,77.3,64.7,sandy,159.3,6.0,Tomato
22.3,62.6,52.1,red,162.7,6.06,Corn
27.0,66.0,63.7,loamy,189.3,6.17,Tomato
14.4,52.7,29.4,loamy,110.2,6.35,Cherry
7.1,66.1,16.1,loamy,69.3,5.78,Rye
10.3,61.2,20.0,loamy,67.5,6.12,Rye
22.9,54.7,28.3,loamy,111.8,6.55,Sunflower
